Ret.Time	Absolute Intensity	Relative Intensity
13.243	19177	0.21
13.247	19210	0.21
13.250	19231	0.21
13.253	19276	0.21
13.257	19475	0.22
13.260	19430	0.22
13.263	19434	0.22
13.267	19501	0.22
13.270	19485	0.22
13.273	19586	0.22
13.277	19701	0.22
13.280	19796	0.22
13.283	19725	0.22
13.287	19511	0.22
13.290	19540	0.22
13.293	19883	0.22
13.297	20183	0.22
13.300	20013	0.22
13.303	19847	0.22
13.307	19674	0.22
13.310	19693	0.22
13.313	19687	0.22
13.317	19601	0.22
13.320	19440	0.22
13.323	19455	0.22
13.327	19424	0.22
13.330	19363	0.22
13.333	19441	0.22
13.337	19407	0.22
13.340	19293	0.21
13.343	19347	0.22
13.347	19444	0.22
13.350	19515	0.22
13.353	19623	0.22
13.357	19496	0.22
13.360	19404	0.22
13.363	19639	0.22
13.367	19824	0.22
13.370	19626	0.22
13.373	19488	0.22
13.377	19650	0.22
13.380	19703	0.22
13.383	19490	0.22
13.387	19501	0.22
13.390	19530	0.22
13.393	19672	0.22
13.397	19863	0.22
13.400	19722	0.22
13.403	19451	0.22
13.407	19324	0.22
13.410	19369	0.22
13.413	19574	0.22
13.417	20086	0.22
13.420	20079	0.22
13.423	20140	0.22
13.427	20429	0.23
13.430	20440	0.23
13.433	20236	0.23
13.437	20801	0.23
13.440	21236	0.24
13.443	21162	0.24
13.447	21221	0.24
13.450	21023	0.23
13.453	20787	0.23
13.457	20768	0.23
13.460	20621	0.23
13.463	20406	0.23
13.467	19718	0.22
13.470	19467	0.22
13.473	19691	0.22
13.477	19442	0.22
13.480	18943	0.21
13.483	18715	0.21
13.487	18917	0.21
13.490	19411	0.22
13.493	19874	0.22
13.497	19971	0.22
13.500	19452	0.22
13.503	19088	0.21
13.507	18923	0.21
13.510	18776	0.21
13.513	18820	0.21
13.517	18652	0.21
13.520	18460	0.21
13.523	18673	0.21
13.527	18916	0.21
13.530	18713	0.21
13.533	18679	0.21
13.537	18703	0.21
13.540	18513	0.21
13.543	18433	0.21
13.547	18534	0.21
13.550	18681	0.21
13.553	18741	0.21
13.557	18715	0.21
13.560	18732	0.21
13.563	18910	0.21
13.567	18762	0.21
13.570	18482	0.21
13.573	18487	0.21
13.577	18483	0.21
13.580	18446	0.21
13.583	18459	0.21
13.587	18577	0.21
13.590	18627	0.21
13.593	18540	0.21
13.597	18615	0.21
13.600	18773	0.21
13.603	18899	0.21
13.607	18864	0.21
13.610	18735	0.21
13.613	18756	0.21
13.617	19016	0.21
13.620	19336	0.22
13.623	19877	0.22
13.627	20951	0.23
13.630	21450	0.24
13.633	21481	0.24
13.637	21409	0.24
13.640	21041	0.23
13.643	20382	0.23
13.647	19737	0.22
13.650	19428	0.22
13.653	19339	0.22
13.657	19501	0.22
13.660	19580	0.22
13.663	19474	0.22
13.667	19368	0.22
13.670	19010	0.21
13.673	18839	0.21
13.677	19007	0.21
13.680	19204	0.21
13.683	19162	0.21
13.687	18836	0.21
13.690	18721	0.21
13.693	19033	0.21
13.697	19408	0.22
13.700	19231	0.21
13.703	19172	0.21
13.707	19563	0.22
13.710	19834	0.22
13.713	19939	0.22
13.717	20268	0.23
13.720	20732	0.23
13.723	20415	0.23
13.727	19736	0.22
13.730	18857	0.21
13.733	18658	0.21
13.737	18679	0.21
13.740	18690	0.21
13.743	18636	0.21
13.747	18610	0.21
13.750	18591	0.21
13.753	18600	0.21
13.757	18603	0.21
13.760	18666	0.21
13.763	18685	0.21
13.767	18530	0.21
13.770	18538	0.21
13.773	18454	0.21
13.777	18426	0.21
13.780	18478	0.21
13.783	18485	0.21
13.787	18508	0.21
13.790	18576	0.21
13.793	18539	0.21
13.797	18413	0.20
13.800	18523	0.21
13.803	18493	0.21
13.807	18443	0.21
13.810	18623	0.21
13.813	18828	0.21
13.817	18818	0.21
13.820	18691	0.21
13.823	18577	0.21
13.827	18534	0.21
13.830	18439	0.21
13.833	18308	0.20
13.837	18472	0.21
13.840	18545	0.21
13.843	18413	0.20
13.847	18428	0.21
13.850	18383	0.20
13.853	18310	0.20
13.857	18223	0.20
13.860	18285	0.20
13.863	18495	0.21
13.867	18519	0.21
13.870	18389	0.20
13.873	18296	0.20
13.877	18157	0.20
13.880	18118	0.20
13.883	18251	0.20
13.887	18317	0.20
13.890	18238	0.20
13.893	18115	0.20
13.897	18142	0.20
13.900	18169	0.20
13.903	18117	0.20
13.907	17801	0.20
13.910	17776	0.20
13.913	17549	0.20
13.917	17263	0.19
13.920	17123	0.19
13.923	17184	0.19
13.927	17499	0.19
13.930	17779	0.20
13.933	17926	0.20
13.937	18044	0.20
13.940	18051	0.20
13.943	18102	0.20
13.947	18163	0.20
13.950	18120	0.20
13.953	18086	0.20
13.957	18042	0.20
13.960	17882	0.20
13.963	17710	0.20
13.967	17891	0.20
13.970	17860	0.20
13.973	17795	0.20
13.977	17938	0.20
13.980	17937	0.20
13.983	17919	0.20
13.987	18015	0.20
13.990	18126	0.20
13.993	18175	0.20
13.997	18051	0.20
14.000	17893	0.20
14.003	17739	0.20
14.007	17646	0.20
14.010	17527	0.20
14.013	17731	0.20
14.017	18050	0.20
14.020	18050	0.20
14.023	17889	0.20
14.027	18096	0.20
14.030	18372	0.20
14.033	18290	0.20
14.037	18168	0.20
14.040	18127	0.20
14.043	18208	0.20
14.047	18320	0.20
14.050	18159	0.20
14.053	18116	0.20
14.057	18242	0.20
14.060	18220	0.20
14.063	18506	0.21
14.067	18796	0.21
14.070	18611	0.21
14.073	18508	0.21
14.077	18644	0.21
14.080	18644	0.21
14.083	18609	0.21
14.087	18601	0.21
14.090	18807	0.21
14.093	18661	0.21
14.097	18473	0.21
14.100	18345	0.20
14.103	18317	0.20
14.107	18362	0.20
14.110	18263	0.20
14.113	18034	0.20
14.117	17926	0.20
14.120	18074	0.20
14.123	18114	0.20
14.127	17935	0.20
14.130	17764	0.20
14.133	17884	0.20
14.137	18050	0.20
14.140	18033	0.20
14.143	18014	0.20
14.147	18099	0.20
14.150	18054	0.20
14.153	17884	0.20
14.157	17760	0.20
14.160	17706	0.20
14.163	17704	0.20
14.167	17758	0.20
14.170	17793	0.20
14.173	17773	0.20
14.177	17799	0.20
14.180	17772	0.20
14.183	17853	0.20
14.187	17905	0.20
14.190	17919	0.20
14.193	17875	0.20
14.197	17804	0.20
14.200	17726	0.20
14.203	17710	0.20
14.207	17755	0.20
14.210	17826	0.20
14.213	17828	0.20
14.217	17741	0.20
14.220	17764	0.20
14.223	17795	0.20
14.227	17763	0.20
14.230	17739	0.20
14.233	17796	0.20
14.237	17807	0.20
14.240	17735	0.20
14.243	17715	0.20
14.247	17820	0.20
14.250	17855	0.20
14.253	17705	0.20
14.257	17793	0.20
14.260	17894	0.20
14.263	17849	0.20
14.267	17812	0.20
14.270	17887	0.20
14.273	17936	0.20
14.277	17815	0.20
14.280	17726	0.20
14.283	17785	0.20
14.287	17763	0.20
14.290	17628	0.20
14.293	17686	0.20
14.297	17822	0.20
14.300	17851	0.20
14.303	17823	0.20
14.307	17834	0.20
14.310	17931	0.20
14.313	17946	0.20
14.317	18195	0.20
14.320	18331	0.20
14.323	18608	0.21
14.327	18884	0.21
14.330	18635	0.21
14.333	18407	0.20
14.337	18338	0.20
14.340	18219	0.20
14.343	18134	0.20
14.347	18183	0.20
14.350	18200	0.20
14.353	18156	0.20
14.357	17968	0.20
14.360	17634	0.20
14.363	17442	0.19
14.367	17457	0.19
14.370	17690	0.20
14.373	17997	0.20
14.377	18066	0.20
14.380	18017	0.20
14.383	18237	0.20
14.387	18361	0.20
14.390	18543	0.21
14.393	18421	0.21
14.397	18393	0.20
14.400	18518	0.21
14.403	18580	0.21
14.407	18424	0.21
14.410	18394	0.20
14.413	18526	0.21
14.417	18606	0.21
14.420	18703	0.21
14.423	18565	0.21
14.427	18265	0.20
14.430	18376	0.20
14.433	18650	0.21
14.437	18523	0.21
14.440	18237	0.20
14.443	18448	0.21
14.447	18853	0.21
14.450	18886	0.21
14.453	18940	0.21
14.457	19141	0.21
14.460	19044	0.21
14.463	18912	0.21
14.467	19029	0.21
14.470	19112	0.21
14.473	18947	0.21
14.477	18480	0.21
14.480	18236	0.20
14.483	18424	0.21
14.487	18478	0.21
14.490	18645	0.21
14.493	18794	0.21
14.497	18817	0.21
14.500	18753	0.21
14.503	18568	0.21
14.507	18753	0.21
14.510	18796	0.21
14.513	18590	0.21
14.517	18401	0.20
14.520	18183	0.20
14.523	17924	0.20
14.527	17810	0.20
14.530	17989	0.20
14.533	18272	0.20
14.537	17878	0.20
14.540	17200	0.19
14.543	17085	0.19
14.547	17218	0.19
14.550	17254	0.19
14.553	17328	0.19
14.557	17436	0.19
14.560	17499	0.19
14.563	17339	0.19
14.567	17147	0.19
14.570	17064	0.19
14.573	16920	0.19
14.577	16877	0.19
14.580	16994	0.19
14.583	17164	0.19
14.587	17302	0.19
14.590	17234	0.19
14.593	17145	0.19
14.597	17246	0.19
14.600	17391	0.19
14.603	17285	0.19
14.607	17323	0.19
14.610	17617	0.20
14.613	17552	0.20
14.617	17551	0.20
14.620	17805	0.20
14.623	17737	0.20
14.627	17580	0.20
14.630	17731	0.20
14.633	17919	0.20
14.637	17990	0.20
14.640	17920	0.20
14.643	17891	0.20
14.647	17844	0.20
14.650	17790	0.20
14.653	17792	0.20
14.657	17815	0.20
14.660	17805	0.20
14.663	17742	0.20
14.667	17792	0.20
14.670	17723	0.20
14.673	17689	0.20
14.677	17759	0.20
14.680	17770	0.20
14.683	17633	0.20
14.687	17638	0.20
14.690	17717	0.20
14.693	17662	0.20
14.697	17678	0.20
14.700	17666	0.20
14.703	17698	0.20
14.707	17803	0.20
14.710	17746	0.20
14.713	17686	0.20
14.717	17785	0.20
14.720	18026	0.20
14.723	18199	0.20
14.727	18089	0.20
14.730	17861	0.20
14.733	17562	0.20
14.737	17378	0.19
14.740	17349	0.19
14.743	17353	0.19
14.747	17270	0.19
14.750	17268	0.19
14.753	17687	0.20
14.757	18031	0.20
14.760	17890	0.20
14.763	17564	0.20
14.767	17218	0.19
14.770	17186	0.19
14.773	17137	0.19
14.777	17243	0.19
14.780	17864	0.20
14.783	18069	0.20
14.787	18016	0.20
14.790	17947	0.20
14.793	18189	0.20
14.797	18347	0.20
14.800	18141	0.20
14.803	17904	0.20
14.807	17727	0.20
14.810	17699	0.20
14.813	17610	0.20
14.817	17761	0.20
14.820	17524	0.20
14.823	16823	0.19
14.827	16619	0.18
14.830	16565	0.18
14.833	16711	0.19
14.837	16989	0.19
14.840	16971	0.19
14.843	17182	0.19
14.847	16947	0.19
14.850	17054	0.19
14.853	17157	0.19
14.857	17167	0.19
14.860	16911	0.19
14.863	16682	0.19
14.867	16725	0.19
14.870	16837	0.19
14.873	16751	0.19
14.877	16703	0.19
14.880	16737	0.19
14.883	16672	0.19
14.887	16603	0.18
14.890	16635	0.19
14.893	16658	0.19
14.897	16704	0.19
14.900	16887	0.19
14.903	16873	0.19
14.907	16761	0.19
14.910	16760	0.19
14.913	16680	0.19
14.917	16534	0.18
14.920	16613	0.18
14.923	16708	0.19
14.927	16619	0.18
14.930	16735	0.19
14.933	17423	0.19
14.937	17816	0.20
14.940	17905	0.20
14.943	17937	0.20
14.947	17922	0.20
14.950	17929	0.20
14.953	17864	0.20
14.957	17816	0.20
14.960	17685	0.20
14.963	17868	0.20
14.967	17774	0.20
14.970	17646	0.20
14.973	17553	0.20
14.977	17545	0.20
14.980	17630	0.20
14.983	17591	0.20
14.987	17703	0.20
14.990	17762	0.20
14.993	17802	0.20
14.997	17655	0.20
15.000	17411	0.19
15.003	17390	0.19
15.007	17538	0.20
15.010	17767	0.20
15.013	17689	0.20
15.017	17585	0.20
15.020	17480	0.19
15.023	17443	0.19
15.027	17504	0.19
15.030	17443	0.19
15.033	17403	0.19
15.037	17464	0.19
15.040	17457	0.19
15.043	17549	0.20
15.047	17812	0.20
15.050	18106	0.20
15.053	18292	0.20
15.057	18043	0.20
15.060	17806	0.20
15.063	17959	0.20
15.067	18090	0.20
15.070	17787	0.20
15.073	17543	0.20
15.077	17654	0.20
15.080	17764	0.20
15.083	17674	0.20
15.087	17568	0.20
15.090	17579	0.20
15.093	17829	0.20
15.097	17979	0.20
15.100	18038	0.20
15.103	18326	0.20
15.107	18469	0.21
15.110	18254	0.20
15.113	18036	0.20
15.117	18174	0.20
15.120	18047	0.20
15.123	17698	0.20
15.127	17834	0.20
15.130	17863	0.20
15.133	17474	0.19
15.137	17208	0.19
15.140	17375	0.19
15.143	17530	0.20
15.147	17682	0.20
15.150	17896	0.20
15.153	18209	0.20
15.157	18368	0.20
15.160	18106	0.20
15.163	17875	0.20
15.167	17818	0.20
15.170	17819	0.20
15.173	17703	0.20
15.177	17704	0.20
15.180	17800	0.20
15.183	17802	0.20
15.187	17828	0.20
15.190	17778	0.20
15.193	17821	0.20
15.197	17897	0.20
15.200	17823	0.20
15.203	17684	0.20
15.207	17703	0.20
15.210	17868	0.20
15.213	17841	0.20
15.217	17747	0.20
15.220	17848	0.20
15.223	17921	0.20
15.227	17844	0.20
15.230	17725	0.20
15.233	17251	0.19
15.237	17049	0.19
15.240	17183	0.19
15.243	17241	0.19
15.247	17249	0.19
15.250	17049	0.19
15.253	16731	0.19
15.257	16622	0.19
15.260	16633	0.19
15.263	16614	0.18
15.267	16615	0.18
15.270	16638	0.19
15.273	16741	0.19
15.277	16901	0.19
15.280	17080	0.19
15.283	17171	0.19
15.287	17168	0.19
15.290	17114	0.19
15.293	17049	0.19
15.297	16988	0.19
15.300	16931	0.19
15.303	17020	0.19
15.307	17023	0.19
15.310	16996	0.19
15.313	17102	0.19
15.317	17153	0.19
15.320	16986	0.19
15.323	16792	0.19
15.327	16862	0.19
15.330	17021	0.19
15.333	17018	0.19
15.337	16924	0.19
15.340	16905	0.19
15.343	17085	0.19
15.347	17243	0.19
15.350	17112	0.19
15.353	17064	0.19
15.357	17008	0.19
15.360	16977	0.19
15.363	17077	0.19
15.367	17019	0.19
15.370	16806	0.19
15.373	16849	0.19
15.377	16987	0.19
15.380	16873	0.19
15.383	16722	0.19
15.387	16821	0.19
15.390	17008	0.19
15.393	17178	0.19
15.397	17243	0.19
15.400	17013	0.19
15.403	16849	0.19
15.407	16970	0.19
15.410	17026	0.19
15.413	16892	0.19
15.417	16812	0.19
15.420	16834	0.19
15.423	16865	0.19
15.427	16947	0.19
15.430	16997	0.19
15.433	16795	0.19
15.437	16594	0.18
15.440	16825	0.19
15.443	16970	0.19
15.447	16955	0.19
15.450	17090	0.19
15.453	17028	0.19
15.457	16905	0.19
15.460	16980	0.19
15.463	16899	0.19
15.467	16678	0.19
15.470	16758	0.19
15.473	16941	0.19
15.477	16918	0.19
15.480	16596	0.18
15.483	16663	0.19
15.487	16819	0.19
15.490	16665	0.19
15.493	16411	0.18
15.497	16236	0.18
15.500	16211	0.18
15.503	16306	0.18
15.507	16430	0.18
15.510	16546	0.18
15.513	16413	0.18
15.517	16413	0.18
15.520	16475	0.18
15.523	16575	0.18
15.527	16638	0.19
15.530	16646	0.19
15.533	16502	0.18
15.537	16336	0.18
15.540	16509	0.18
15.543	16695	0.19
15.547	16686	0.19
15.550	16461	0.18
15.553	16275	0.18
15.557	16295	0.18
15.560	16278	0.18
15.563	16066	0.18
15.567	15979	0.18
15.570	16108	0.18
15.573	16099	0.18
15.577	16020	0.18
15.580	16043	0.18
15.583	16171	0.18
15.587	16204	0.18
15.590	16079	0.18
15.593	16014	0.18
15.597	16023	0.18
15.600	16033	0.18
15.603	16058	0.18
15.607	15986	0.18
15.610	15884	0.18
15.613	15741	0.18
15.617	15598	0.17
15.620	15717	0.17
15.623	15871	0.18
15.627	15920	0.18
15.630	16006	0.18
15.633	15947	0.18
15.637	15777	0.18
15.640	15712	0.17
15.643	15756	0.18
15.647	15825	0.18
15.650	16086	0.18
15.653	16000	0.18
15.657	15781	0.18
15.660	15744	0.18
15.663	15831	0.18
15.667	15894	0.18
15.670	15707	0.17
15.673	15649	0.17
15.677	15782	0.18
15.680	15883	0.18
15.683	15723	0.17
15.687	15542	0.17
15.690	15643	0.17
15.693	15918	0.18
15.697	16038	0.18
15.700	16135	0.18
15.703	16070	0.18
15.707	15947	0.18
15.710	16053	0.18
15.713	16079	0.18
15.717	16112	0.18
15.720	16221	0.18
15.723	16304	0.18
15.727	16248	0.18
15.730	16050	0.18
15.733	16108	0.18
15.737	16286	0.18
15.740	16232	0.18
15.743	15839	0.18
15.747	15456	0.17
15.750	15461	0.17
15.753	15643	0.17
15.757	15771	0.18
15.760	15720	0.17
15.763	15635	0.17
15.767	15723	0.17
15.770	15861	0.18
15.773	15771	0.18
15.777	15659	0.17
15.780	15672	0.17
15.783	15677	0.17
15.787	15539	0.17
15.790	15534	0.17
15.793	15726	0.18
15.797	15672	0.17
15.800	15445	0.17
15.803	15485	0.17
15.807	15568	0.17
15.810	15474	0.17
15.813	15355	0.17
15.817	15411	0.17
15.820	15576	0.17
15.823	15431	0.17
15.827	15331	0.17
15.830	15374	0.17
15.833	15401	0.17
15.837	15364	0.17
15.840	15280	0.17
15.843	15369	0.17
15.847	15547	0.17
15.850	15671	0.17
15.853	15913	0.18
15.857	16115	0.18
15.860	15910	0.18
15.863	15549	0.17
15.867	15412	0.17
15.870	15430	0.17
15.873	15461	0.17
15.877	15538	0.17
15.880	15697	0.17
15.883	15844	0.18
15.887	15952	0.18
15.890	16102	0.18
15.893	15887	0.18
15.897	15796	0.18
15.900	15931	0.18
15.903	16061	0.18
15.907	16230	0.18
15.910	16301	0.18
15.913	16207	0.18
15.917	16004	0.18
15.920	15973	0.18
15.923	16109	0.18
15.927	16213	0.18
15.930	16585	0.18
15.933	16842	0.19
15.937	16490	0.18
15.940	16292	0.18
15.943	16253	0.18
15.947	16306	0.18
15.950	16441	0.18
15.953	16425	0.18
15.957	16416	0.18
15.960	16401	0.18
15.963	16346	0.18
15.967	16401	0.18
15.970	16500	0.18
15.973	16476	0.18
15.977	16419	0.18
15.980	16442	0.18
15.983	16474	0.18
15.987	16495	0.18
15.990	16520	0.18
15.993	16500	0.18
15.997	16451	0.18

[Header]
Data File Name	C:\Users\user\Documents\gcms\run2\standards\ethylacetate_10minus6_split5.qgd
Output Date	10/29/2018
Output Time	9:14:02 PM

[File Information]
Type	Data File
Generated	8/9/2018 5:31:21 PM
Generated by	Admin
Modified	10/29/2018 9:14:01 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	8/9/2018 5:31:57 PM
Type	Unknown
Level	1
Sample Name	ethylacetate_10minus6_split5.qgd
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	-1
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\Users\user\Documents\gcms\run2\standards\ethylacetate_10minus6_split5.qgd
Method File	C:\GCMSsolution\Data\Betty_Hong\SPME_Headspace_Split5_180821.qgm
Batch File	C:\Users\user\Documents\gcms\run2\standards\ascii_export.qgb
Report Format File	
Tuning File	C:\GCMSsolution\System\Tune1\autotune_07082018.qgt

[File Description]


[MC Peak Table]
# of Peaks	2
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
1	1.024	1.003	1.060	TIC	6698268	3388257	1.98	53.64	   		
2	1.078	1.060	1.157	TIC	5788914	1919779	3.02	46.36	 V 		

[MS Column Performance Table]
# of Peaks	2
Peak#	k'	Plate #	Plate Ht.	Tailing	Resolution	Separation Factor	Ret.Time	Name
1	0.000	5123	0.0	---			1.024	
2	0.052	2621	0.0	---	0.759	0.000	1.078	

[Spectrum Process Table]
# of Spectrum	0
[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	4500
Start Time(min)	1.000
End Time(min)	15.997
Ret.Time	Absolute Intensity	Relative Intensity
1.000	298522	7.24
1.003	576503	13.99
1.007	1135657	27.56
1.010	1879263	45.60
1.013	2700491	65.53
1.017	3440228	83.48
1.020	3936603	95.52
1.023	4121259	100.00
1.027	4034570	97.90
1.030	3761728	91.28
1.033	3402826	82.57
1.037	3046732	73.93
1.040	2734764	66.36
1.043	2477445	60.11
1.047	2277563	55.26
1.050	2129600	51.67
1.053	2025512	49.15
1.057	1955529	47.45
1.060	1909219	46.33
1.063	1984009	48.14
1.067	2323324	56.37
1.070	2773866	67.31
1.073	3026017	73.42
1.077	3062479	74.31
1.080	3052058	74.06
1.083	3057740	74.19
1.087	3059564	74.24
1.090	3039362	73.75
1.093	2992566	72.61
1.097	2917366	70.79
1.100	2808157	68.14
1.103	2680414	65.04
1.107	2557966	62.07
1.110	2439829	59.20
1.113	2325373	56.42
1.117	2225675	54.00
1.120	2136944	51.85
1.123	2058321	49.94
1.127	1997571	48.47
1.130	1949352	47.30
1.133	1905704	46.24
1.137	1865673	45.27
1.140	1830756	44.42
1.143	1802466	43.74
1.147	1779266	43.17
1.150	1760780	42.72
1.153	1749383	42.45
1.157	1747068	42.39
1.160	1754979	42.58
1.163	1772021	43.00
1.167	1791679	43.47
1.170	1798896	43.65
1.173	1791945	43.48
1.177	1780219	43.20
1.180	1761580	42.74
1.183	1738086	42.17
1.187	1715873	41.63
1.190	1692912	41.08
1.193	1668730	40.49
1.197	1652059	40.09
1.200	1641955	39.84
1.203	1627602	39.49
1.207	1613304	39.15
1.210	1602055	38.87
1.213	1593196	38.66
1.217	1587521	38.52
1.220	1577542	38.28
1.223	1564897	37.97
1.227	1552540	37.67
1.230	1541546	37.40
1.233	1533700	37.21
1.237	1524250	36.99
1.240	1514580	36.75
1.243	1505289	36.52
1.247	1498697	36.37
1.250	1496388	36.31
1.253	1490832	36.17
1.257	1481857	35.96
1.260	1473309	35.75
1.263	1465134	35.55
1.267	1455494	35.32
1.270	1444623	35.05
1.273	1432324	34.75
1.277	1423102	34.53
1.280	1422865	34.53
1.283	1417439	34.39
1.287	1405972	34.12
1.290	1397749	33.92
1.293	1389291	33.71
1.297	1377422	33.42
1.300	1368926	33.22
1.303	1361436	33.03
1.307	1353587	32.84
1.310	1346309	32.67
1.313	1340714	32.53
1.317	1335670	32.41
1.320	1343863	32.61
1.323	1369989	33.24
1.327	1396853	33.89
1.330	1408979	34.19
1.333	1406533	34.13
1.337	1396792	33.89
1.340	1383980	33.58
1.343	1369376	33.23
1.347	1353652	32.85
1.350	1338360	32.47
1.353	1322315	32.09
1.357	1308308	31.75
1.360	1295956	31.45
1.363	1285262	31.19
1.367	1279265	31.04
1.370	1276395	30.97
1.373	1269190	30.80
1.377	1256605	30.49
1.380	1246272	30.24
1.383	1237966	30.04
1.387	1226907	29.77
1.390	1214670	29.47
1.393	1205873	29.26
1.397	1198408	29.08
1.400	1187024	28.80
1.403	1177278	28.57
1.407	1168549	28.35
1.410	1157000	28.07
1.413	1151241	27.93
1.417	1146310	27.81
1.420	1133254	27.50
1.423	1122239	27.23
1.427	1119004	27.15
1.430	1115451	27.07
1.433	1109077	26.91
1.437	1104597	26.80
1.440	1101193	26.72
1.443	1093535	26.53
1.447	1082161	26.26
1.450	1071200	25.99
1.453	1065056	25.84
1.457	1062779	25.79
1.460	1059172	25.70
1.463	1054998	25.60
1.467	1054968	25.60
1.470	1057448	25.66
1.473	1059180	25.70
1.477	1057221	25.65
1.480	1051501	25.51
1.483	1046410	25.39
1.487	1039739	25.23
1.490	1029533	24.98
1.493	1020232	24.76
1.497	1012044	24.56
1.500	1003946	24.36
1.503	997490	24.20
1.507	990382	24.03
1.510	981886	23.82
1.513	974467	23.64
1.517	967156	23.47
1.520	959483	23.28
1.523	952497	23.11
1.527	947852	23.00
